pid_0,eid_0,eid_1,pid_1,step_0_len,step_n_len,cost,sp_dist,euc_dist,dist_prob,trans_prob,observ_prob,prob,flag,dst,src,step_0,step_n,path,epath,dist_0,step_1,move_dir
0,26,195,1,4.076296008588997,1885.1937965304028,inf,inf,864.2335004154423,0.0,0.0,1.0,0.0,0,440300024047021,440300024057014,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]]","[[ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]","[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]
 [ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]",,862.0,,253.30151847073526
0,26,176,1,4.076296008588997,1.3735027171400904,331.0,336.44979872572907,864.2335004154423,0.3893042777952898,0.3871614651827137,1.0,0.38713232895322014,0,440300024047021,440300024056013,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]]","[[ 173926.7681584  2522133.90600943]
 [ 173926.40603938 2522135.23091679]]","[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173926.40603938 2522135.23091679]]","[1639, 18, 1269]",862.0,"[[ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",253.30151847073526
0,26,187,1,4.076296008588997,2314.061228302328,614.0,2932.137524310917,864.2335004154423,0.29474521343215176,0.17051971802193752,0.9999882093837973,0.17050487500603112,0,440300024047021,440300024056024,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]]","[[ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173967.14436431 2521998.55653921]
 [ 174052.73143914 2521660.7905954 ]
 [ 174085.72631499 2521521.49819724]
 [ 174095.49805067 2521459.42450649]
 [ 174098.84999246 2521380.85849442]
 [ 174096.33324011 2521316.27684057]
 [ 174088.0457076  2521265.45569882]
 [ 174078.06816484 2521217.33163747]
 [ 174065.96626116 2521166.03800896]
 [ 174051.74607656 2521121.44187872]
 [ 174035.46229641 2521086.09202737]
 [ 174017.13921316 2521056.32931752]
 [ 173797.35444089 2520756.38348539]
 [ 173743.29327414 2520666.41121271]
 [ 173700.53411487 2520576.0854472 ]
 [ 173671.69367589 2520492.33458331]
 [ 173656.06018961 2520439.45388444]
 [ 173645.15616996 2520391.34978379]
 [ 173636.43654274 2520344.41831013]
 [ 173629.24958147 2520263.52840922]
 [ 173608.92047175 2520063.8489086 ]
 [ 173596.06107503 2519963.01379611]
 [ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[1639, 18, 1275, 190, 1366]",862.0,"[[ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173967.14436431 2521998.55653921]
 [ 174052.73143914 2521660.7905954 ]
 [ 174085.72631499 2521521.49819724]
 [ 174095.49805067 2521459.42450649]
 [ 174098.84999246 2521380.85849442]
 [ 174096.33324011 2521316.27684057]
 [ 174088.0457076  2521265.45569882]
 [ 174078.06816484 2521217.33163747]
 [ 174065.96626116 2521166.03800896]
 [ 174051.74607656 2521121.44187872]
 [ 174035.46229641 2521086.09202737]
 [ 174017.13921316 2521056.32931752]
 [ 173797.35444089 2520756.38348539]
 [ 173743.29327414 2520666.41121271]
 [ 173700.53411487 2520576.0854472 ]
 [ 173671.69367589 2520492.33458331]
 [ 173656.06018961 2520439.45388444]
 [ 173645.15616996 2520391.34978379]
 [ 173636.43654274 2520344.41831013]
 [ 173629.24958147 2520263.52840922]
 [ 173608.92047175 2520063.8489086 ]
 [ 173596.06107503 2519963.01379611]]",253.30151847073526
0,26,190,1,4.076296008588997,0.0,331.0,335.076296008589,864.2335004154423,0.3877150050854494,0.38589041483840764,0.9999882093837973,0.38585682471972804,0,440300024047021,440300024057002,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]]",,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[1639, 18, 1275]",862.0,"[[ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",253.30151847073526
0,26,26,1,4.076296008588997,0.0,450.0,454.076296008589,864.2335004154423,0.5254092739870784,0.5229366932913407,0.9999882093837973,0.5228911738772425,2,440300024047021,440300024047002,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]]",,"[[ 174754.83679874 2522380.11656699]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[1639, 18, 1269, 1274]",862.0,"[[ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",253.30151847073526
0,18,195,1,863.9496708399818,1885.1937965304028,inf,inf,864.2335004154423,0.0,0.0,1.0,0.0,0,440300024046020,440300024057014,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[[ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]","[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]",,863.0,,253.30151847073526
0,18,176,1,863.9496708399818,1.3735027171400904,120.0,985.3231735571219,864.2335004154423,0.8771066423775127,0.8763651829681872,1.0,0.8762992312157858,0,440300024046020,440300024056013,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[[ 173926.7681584  2522133.90600943]
 [ 173926.40603938 2522135.23091679]]","[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173926.40603938 2522135.23091679]]",[1269],863.0,[],253.30151847073526
0,18,187,1,863.9496708399818,2314.061228302328,403.0,3581.0108991423094,864.2335004154423,0.2413378581512934,0.1396499555297071,0.9999882093837973,0.13963779959527733,0,440300024046020,440300024056024,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[[ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173967.14436431 2521998.55653921]
 [ 174052.73143914 2521660.7905954 ]
 [ 174085.72631499 2521521.49819724]
 [ 174095.49805067 2521459.42450649]
 [ 174098.84999246 2521380.85849442]
 [ 174096.33324011 2521316.27684057]
 [ 174088.0457076  2521265.45569882]
 [ 174078.06816484 2521217.33163747]
 [ 174065.96626116 2521166.03800896]
 [ 174051.74607656 2521121.44187872]
 [ 174035.46229641 2521086.09202737]
 [ 174017.13921316 2521056.32931752]
 [ 173797.35444089 2520756.38348539]
 [ 173743.29327414 2520666.41121271]
 [ 173700.53411487 2520576.0854472 ]
 [ 173671.69367589 2520492.33458331]
 [ 173656.06018961 2520439.45388444]
 [ 173645.15616996 2520391.34978379]
 [ 173636.43654274 2520344.41831013]
 [ 173629.24958147 2520263.52840922]
 [ 173608.92047175 2520063.8489086 ]
 [ 173596.06107503 2519963.01379611]
 [ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[1275, 190, 1366]",863.0,"[[ 173926.7681584  2522133.90600943]
 [ 173967.14436431 2521998.55653921]
 [ 174052.73143914 2521660.7905954 ]
 [ 174085.72631499 2521521.49819724]
 [ 174095.49805067 2521459.42450649]
 [ 174098.84999246 2521380.85849442]
 [ 174096.33324011 2521316.27684057]
 [ 174088.0457076  2521265.45569882]
 [ 174078.06816484 2521217.33163747]
 [ 174065.96626116 2521166.03800896]
 [ 174051.74607656 2521121.44187872]
 [ 174035.46229641 2521086.09202737]
 [ 174017.13921316 2521056.32931752]
 [ 173797.35444089 2520756.38348539]
 [ 173743.29327414 2520666.41121271]
 [ 173700.53411487 2520576.0854472 ]
 [ 173671.69367589 2520492.33458331]
 [ 173656.06018961 2520439.45388444]
 [ 173645.15616996 2520391.34978379]
 [ 173636.43654274 2520344.41831013]
 [ 173629.24958147 2520263.52840922]
 [ 173608.92047175 2520063.8489086 ]
 [ 173596.06107503 2519963.01379611]]",253.30151847073526
0,18,190,1,863.9496708399818,0.0,120.0,983.9496708399818,864.2335004154423,0.8783310021107689,0.8783027139730168,0.9999882093837973,0.8782262614588715,0,440300024046020,440300024057002,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",[1275],863.0,[],253.30151847073526
0,18,26,1,863.9496708399818,0.0,239.0,1102.9496708399818,864.2335004154423,0.783565672364054,0.7835404363042721,0.9999882093837973,0.783472232443192,0,440300024046020,440300024047002,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",,"[[ 174754.83679874 2522380.11656699]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[1269, 1274]",863.0,[],253.30151847073526
0,31,195,1,1157.4307988465198,1885.1937965304028,inf,inf,864.2335004154423,0.0,0.0,1.0,0.0,0,440300024047004,440300024057014,"[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]]","[[ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]","[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]
 [ 172959.29758551 2523506.53763749]
 [ 172953.56992222 2523269.40177446]
 [ 172954.08644262 2523240.89735636]
 [ 172957.26266731 2523211.78127687]
 [ 172960.84018652 2523196.51515314]
 [ 173018.22753145 2522954.24993946]
 [ 173028.88609418 2522928.85311912]
 [ 173040.5650036  2522907.86907862]
 [ 173062.93809485 2522877.45259093]
 [ 173089.43351658 2522847.50170371]
 [ 173132.89347498 2522822.3963538 ]
 [ 173325.33264719 2522750.18013899]
 [ 173441.53450048 2522713.42139283]
 [ 173588.82042661 2522668.78872413]
 [ 173676.25630442 2522623.33764208]
 [ 173733.36655729 2522582.75189723]
 [ 173761.6892355  2522556.42181907]
 [ 173795.11020624 2522518.56286346]
 [ 173810.19107809 2522497.94998855]
 [ 173819.67022801 2522479.78572193]
 [ 173826.33404376 2522464.56451856]
 [ 173887.78309096 2522276.5430994 ]
 [ 173926.40603938 2522135.23091679]]",,1159.0,,253.30151847073526
0,31,176,1,1157.4307988465198,0.0,443.0,1600.4307988465198,864.2335004154423,0.5400005430027479,0.3436290676964638,1.0,0.34356752579530436,0,440300024047004,440300024056013,"[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]]",,"[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]
 [ 175864.72101892 2522722.34762783]
 [ 175781.98215257 2522694.29183277]
 [ 174852.56861148 2522407.95870171]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]","[1635, 3, 18, 1269]",1159.0,"[[ 175864.72101892 2522722.34762783]
 [ 175781.98215257 2522694.29183277]
 [ 174852.56861148 2522407.95870171]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]]",253.30151847073526
0,31,187,1,1157.4307988465198,2314.061228302328,726.0,4197.492027148848,864.2335004154423,0.20589282715147264,0.11438596046937892,0.9999882093837973,0.11436412619178518,0,440300024047004,440300024056024,"[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]]","[[ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[[ 174758.75121265 2522381.25391166]
 [ 174852.56861148 2522407.95870171]
 [ 175781.98215257 2522694.29183277]
 [ 175864.72101892 2522722.34762783]
 [ 175864.72101892 2522722.34762783]
 [ 175781.98215257 2522694.29183277]
 [ 174852.56861148 2522407.95870171]
 [ 174758.75121265 2522381.25391166]
 [ 174758.75121265 2522381.25391166]
 [ 174665.64560184 2522354.20179792]
 [ 174048.47991248 2522166.77013183]
 [ 173926.7681584  2522133.90600943]
 [ 173926.7681584  2522133.90600943]
 [ 173967.14436431 2521998.55653921]
 [ 174052.73143914 2521660.7905954 ]
 [ 174085.72631499 2521521.49819724]
 [ 174095.49805067 2521459.42450649]
 [ 174098.84999246 2521380.85849442]
 [ 174096.33324011 2521316.27684057]
 [ 174088.0457076  2521265.45569882]
 [ 174078.06816484 2521217.33163747]
 [ 174065.96626116 2521166.03800896]
 [ 174051.74607656 2521121.44187872]
 [ 174035.46229641 2521086.09202737]
 [ 174017.13921316 2521056.32931752]
 [ 173797.35444089 2520756.38348539]
 [ 173743.29327414 2520666.41121271]
 [ 173700.53411487 2520576.0854472 ]
 [ 173671.69367589 2520492.33458331]
 [ 173656.06018961 2520439.45388444]
 [ 173645.15616996 2520391.34978379]
 [ 173636.43654274 2520344.41831013]
 [ 173629.24958147 2520263.52840922]
 [ 173608.92047175 2520063.8489086 ]
 [ 173596.06107503 2519963.01379611]
 [ 173596.06107503 2519963.01379611]
 [ 173608.92047175 2520063.8489086 ]
 [ 173629.24958147 2520263.52840922]
 [ 173636.43654274 2520344.41831013]
 [ 173645.15616996 2520391.34978379]
 [ 173656.06018961 2520439.45388444]
 [ 173671.69367589 2520492.33458331]
 [ 173700.53411487 2520576.0854472 ]
 [ 173743.29327414 2520666.41121271]
 [ 173797.35444089 2520756.38348539]
 [ 174017.13921316 2521056.32931752]
 [ 174035.46229641 2521086.09202737]
 [ 174051.74607656 2521121.44187872]
 [ 174065.96626116 2521166.03800896]
 [ 174078.06816484 2521217.33163747]
 [ 174088.0457076  2521265.45569882]
 [ 174096.33324011 2521316.27684057]
 [ 174098.84999246 2521380.85849442]
 [ 174095.49805067 2521459.42450649]
 [ 174085.72631499 2521521.49819724]
 [ 174052.73143914 2521660.7905954 ]
 [ 173967.14436431 2521998.55653921]
 [ 173926.7681584  2522133.90600943]]","[1635, 3, 18, 1275, 190, 1366]",1159.0,"[[ 175864.72101892 2522722.34762783]
 [ 175781.98215257 2522694.29183277]
